prim_path,prim_type_name,has_authored_references,has_authored_payloads,path_encoding
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0073,Xform,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0073/N0001,Mesh,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0074,Xform,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0074/N0001,Mesh,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0075,Xform,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0075/N0001,Mesh,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0076,Xform,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0076/N0001,Mesh,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0077,Xform,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0077/N0001,Mesh,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0078,Xform,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0078/N0001,Mesh,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0079,Xform,false,false,PAIR_HIERARCHY_TOKEN_V1
/SCALEX_POD/N0002/N0001/N0002/N0002/N0001/N0079/N0001,Mesh,false,false,PAIR_HIERARCHY_TOKEN_V1
